Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
565,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,China to promote use of safe international travel pass with Russia - Reuters Canada,"China will promote use of a safe international travel pass for trips with Russia, senior diplomat Wang Yi said on Tuesday.",https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555837815&r=LYNXMPEH2M05G&w=800,2021-03-23T04:03:00Z,"By Reuters Staff
China's State Councilor and Foreign Minister Wang Yi attends a meeting with Russia's Foreign Minister Sergei Lavrov in Guilin, China March 22, 2021. Russian Foreign Ministry/Handout… [+307 chars]"
566,"{'id': None, 'name': 'Slashdot.org'}",msmash,"Preparing for Retaliation Against Russia, US Confronts Hacking by China",The proliferation of cyberattacks by rivals is presenting a challenge to the Biden administration as it seeks to deter intrusions on government and corporate systems. From a report: Just as it plans to begin retaliating against Russia for the large-scale hack…,https://a.fsdn.com/sd/topics/china_64.png,2021-03-08T14:00:00Z,"Just as it plans to begin retaliating against Russia for the large-scale hacking of American government agencies and corporations discovered late last year, the Biden administration faces a new cyber… [+1806 chars]"
567,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Britain says it stands with Bulgaria against 'malign' Russian activity - Reuters,"Britain said it stands with Bulgaria against ""malign activity"" by Russia in the country, adding that Moscow had been seeking to undermine the sovereignty of a NATO ally.",https://static.reuters.com/resources/r/?m=02&d=20210320&t=2&i=1555575178&r=LYNXMPEH2J06G&w=800,2021-03-20T11:16:00Z,"By Reuters Staff
FILE PHOTO: Britain's Foreign Affairs Secretary Dominic Raab looks on as he walks outside Downing Street in London, Britain, February 24, 2021. REUTERS/John Sibley
LONDON (Reuters)… [+557 chars]"
568,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,UPDATE 1-Italy's Generali studying 2 bln euro acquisition in Russia-paper - Reuters,"Italy's biggest insurer Generali is studying an acquisition in Russia worth nearly 2 billion euros ($2.4 billion), Il Sole 24 Ore daily reported on Wednesday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-17T07:14:00Z,"By Reuters Staff
(Adds details)
MILAN, March 17 (Reuters) - Italys biggest insurer Generali is studying an acquisition in Russia worth nearly 2 billion euros ($2.4 billion), Il Sole 24 Ore daily re… [+762 chars]"
569,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia could invest $13.7 billion from 'rainy day fund' on infrastructure by 2023: finance minister - Reuters,"Russia could invest 1 trillion roubles ($13.7 billion) from its National Wealth Fund on infrastructure projects between 2021 and 2023, Finance Minister Anton Siluanov said on Wednesday.",https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555191658&r=LYNXMPEH2G0U3&w=800,2021-03-17T11:10:00Z,"By Reuters Staff
FILE PHOTO: Russian Finance Minister Anton Siluanov attends a meeting with members of the government in Moscow, Russia March 12, 2020. Sputnik/Dmitry Astakhov/Pool via REUTERS 
MOS… [+772 chars]"
570,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Bulgaria charges six people over alleged Russian spy ring - Reuters,"Bulgarian prosecutors said on Friday they had charged six Bulgarians, including senior officials from the defence ministry and military intelligence, with spying for Russia.",https://static.reuters.com/resources/r/?m=02&d=20210319&t=2&i=1555505324&r=LYNXMPEH2I115&w=800,2021-03-19T16:22:00Z,"By Reuters Staff
SOFIA (Reuters) - Bulgarian prosecutors said on Friday they had charged six Bulgarians, including senior officials from the defence ministry and military intelligence, with spying f… [+2049 chars]"
571,"{'id': None, 'name': 'NPR'}",Scott Neuman,"China, Russia Announce Plan To Build Moon Research Station","The two countries' space agencies say the proposal, which sets no time frame, could include an orbiting station, a base on the surface, or both.",https://media.npr.org/assets/img/2021/03/10/ap_21069318585399_wide-eaa20d239fc6f26185fd2b643834b258d8b649d9.jpg?s=1400,2021-03-10T14:28:50Z,"An image taken on the moon by a panoramic camera aboard the lander-ascender combination of of China's Chang'e-5 spacecraft, provided by China National Space Administration. China and Russia have anno… [+3050 chars]"
572,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Armenia opposition breaks into government building,Armenia's embattled PM is now in open dispute with the armed forces chiefs.,https://ichef.bbci.co.uk/news/1024/branded_news/E3B5/production/_117339285_mediaitem117339284.jpg,2021-03-01T10:09:01Z,"image captionAnti-Pashinyan protesters have staged rallies in Yerevan in recent days
Armenian opposition protesters calling for the prime minister's resignation have burst into a government building… [+516 chars]"
573,"{'id': 'reuters', 'name': 'Reuters'}","Gabrielle Tétrault-Farber, Andrew Osborn",U.S. wages psychologicial war on Moscow - Russian defense adviser - Reuters,"The United States and other Western countries are waging a psychological war on Russia to try to undermine President Vladimir Putin and state institutions, an adviser to Russia's defence minister said.",https://static.reuters.com/resources/r/?m=02&d=20210325&t=2&i=1556179683&r=LYNXMPEH2O125&w=800,2021-03-25T12:39:00Z,"MOSCOW (Reuters) - The United States and other Western countries are waging a psychological war on Russia to try to undermine President Vladimir Putin and state institutions, an adviser to Russias de… [+1869 chars]"
574,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Engage Russia but remain 'clear-eyed' while doing so, Blinken tells NATO - Reuters","The West must engage with Russia to promote mutual interests but remain ""very clear-eyed"", U.S. Secretary of State Antony Blinken said on Wednesday, at the Biden administration's first cabinet-level meeting with the NATO alliance scorned by Donald Trump.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556057976&r=LYNXMPEH2N1IZ&w=800,2021-03-24T15:45:00Z,"By Reuters Staff
BRUSSELS (Reuters) - The West must engage with Russia to promote mutual interests but remain very clear-eyed, U.S. Secretary of State Antony Blinken said on Wednesday, at the Biden … [+2519 chars]"
575,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Berlin warns Moscow: don't restrict our journalists - Reuters,German Foreign Minister Heiko Maas demanded on Wednesday that Russia respect foreign correspondents' right to report after an official warned German journalists of possible reprisals in a tit-for-tat row.,https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555218110&r=LYNXMPEH2G16O&w=800,2021-03-17T14:49:00Z,"By Reuters Staff
BERLIN (Reuters) - German Foreign Minister Heiko Maas demanded on Wednesday that Russia respect foreign correspondents right to report after an official warned German journalists of… [+1368 chars]"
576,"{'id': 'reuters', 'name': 'Reuters'}",,"Russian police search media outlet, group linked to Kremlin critic Khodorkovsky - Reuters","Russian police search media outlet, group linked to Kremlin critic Khodorkovsky  Reuters",,2021-03-19T17:26:29Z,"FILE PHOTO: Former Russian tycoon Mikhail Khodorkovsky attends an interview with Reuters in central London, Britain, January, 18, 2021. REUTERS/Henry Nicholls
Media and Telecoms
Reuters Staff
MOSC… [+1910 chars]"
577,"{'id': None, 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Russia recalls envoy after Biden remarks about Putin - BBC News,"<ol><li>Russia recalls envoy after Biden remarks about Putin  BBC News
</li><li>U.S. report says Russia, with Putin's knowledge, meddled in 2020 election  CTV News
</li><li>Biden: Putin is a ‘killer’, Russia to ‘pay’ for election meddling  Al Jazeera Englis…",https://ichef.bbci.co.uk/news/1024/branded_news/7DE7/production/_117613223_gettyimages-882420332-594x594.jpg,2021-03-17T20:30:54Z,"image copyrightGetty Images
image captionRussia says it has called back its ambassador to the US, Anatoly Antonov, for consultations
Russia has recalled its Washington ambassador for talks to preve… [+2954 chars]"
578,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,EU executive says joint vaccine strategy not unravelling - Reuters UK,"The European Union's joint vaccine procurement has not unravelled, a spokesman for the European Commission said on Tuesday when asked about individual countries getting jabs from Russia or China that do not have the bloc's authorisation.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553443610&r=LYNXMPEH210OC&w=800,2021-03-02T11:33:00Z,"By Reuters Staff
FILE PHOTO: European Union flags flutter outside the European Commission headquarters in Brussels, Belgium August 21, 2020. REUTERS/Yves Herman
BRUSSELS (Reuters) - The European Un… [+753 chars]"
579,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Exclusive: U.S. sanctions for Navalny poisoning expected as early as Tuesday - Reuters,"The United States is expected to impose sanctions to punish Russia for the poisoning of Kremlin critic Alexi Navalny as early as Tuesday, two sources familiar with the matter said on Monday.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553391768&r=LYNXNPEH2100S&w=800,2021-03-02T00:33:00Z,"By Reuters Staff
FILE PHOTO: Kremlin critic Alexei Navalny, who is accused of slandering a Russian World War Two veteran, stands inside a defendant dock during a court hearing in Moscow, Russia, Rus… [+783 chars]"
580,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russian deputy PM says death rate fell 21.7% m/m in February - Reuters,"Deputy Prime Minister Tatiana Golikova on Friday said that deaths across Russia had fallen by 9.5% on a month-on-month basis in January, and by 21.7% in February, citing data from federal statistics service Rosstat.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-05T13:59:00Z,"By Reuters Staff
MOSCOW, March 5 (Reuters) - Deputy Prime Minister Tatiana Golikova on Friday said that deaths across Russia had fallen by 9.5% on a month-on-month basis in January, and by 21.7% in … [+299 chars]"
581,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia suspects policeman in new data leak case over Navalny poisoning - Reuters,"Russia has identified a policeman as a suspect in a criminal investigation into a flight data leak that could have been used to out jailed Kremlin critic Alexei Navalny's alleged poisoners, the Kommersant newspaper reported on Monday.",https://static.reuters.com/resources/r/?m=02&d=20210301&t=2&i=1553298145&r=LYNXNPEH20130&w=800,2021-03-01T09:16:00Z,"By Reuters Staff
FILE PHOTO: A still image taken from video footage shows Russian opposition leader Alexei Navalny, who is accused of flouting the terms of a suspended sentence for embezzlement, ins… [+1743 chars]"
582,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Kremlin dismisses U.S. call to destroy its chemical weapons as baseless - Reuters,"The Kremlin on Thursday dismissed as baseless and illogical U.S. calls for Russia to destroy its chemicals weapons, saying that Moscow had destroyed them long ago in line with the chemical weapons convention.",https://static.reuters.com/resources/r/?m=02&d=20210304&t=2&i=1553726044&r=LYNXMPEH230J5&w=800,2021-03-04T10:05:00Z,"By Reuters Staff
FILE PHOTO: Kremlin spokesman Dmitry Peskov attends Russian President Vladimir Putin's annual end-of-year news conference, held online in a video conference mode, in Moscow, Russia … [+458 chars]"
583,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/chris-velazco,Legal questions linger as governments and companies keep pushing into space,"The Perseverance rover’s landing on Mars is still fresh in people’s memories, privately-owned companies are ferrying people and supplies into orbit, and NASA continues to work on “the most powerful rocket” it has ever built. But as world governments and priva…",https://s.yimg.com/os/creatr-uploaded-images/2021-03/3a9c8ae0-88e8-11eb-ae7b-a802532da6c2,2021-03-19T19:47:11Z,"The Perseverance rovers landing on Mars is still fresh in peoples memories, privately-owned companies are ferrying people and supplies into orbit, and NASA continues to work on the most powerful rock… [+4938 chars]"
584,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,EU executive says joint vaccine strategy not unravelling - Reuters,"The European Union's joint vaccine procurement has not unravelled, a spokesman for the European Commission said on Tuesday when asked about individual countries getting jabs from Russia or China that do not have the bloc's authorisation.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-02T11:27:00Z,"By Reuters Staff
BRUSSELS, March 2 (Reuters) - The European Unions joint vaccine procurement has not unravelled, a spokesman for the European Commission said on Tuesday when asked about individual c… [+676 chars]"
585,"{'id': 'reuters', 'name': 'Reuters'}","Steve Holland, Arshad Mohammed","U.S.and EU impose sanctions on Russia over Navalny poisoning, jailing - Reuters","The United States on Tuesday imposed sanctions to punish Russia for what it described as Moscow's attempt to poison opposition leader Alexei Navalny with a nerve agent last year, in President Joe Biden's most direct challenge yet to the Kremlin.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553485200&r=LYNXNPEH21196&w=800,2021-03-02T17:31:00Z,WASHINGTON (Reuters) - The United States on Tuesday imposed sanctions to punish Russia for what it described as Moscows attempt to poison opposition leader Alexei Navalny with a nerve agent last year… [+4745 chars]
